note_id,guid,notetype,assignment,original_tags,new_tags
1498349434783,G=iGSX#zmI,HJI Shared,exp::treatment,HJI_C01 Informals1,HJI_C01 Informals1 exp::treatment
1498349434784,ttjR]bBE3!,HJI Shared,exp::control,HJI_C01 Informals1,HJI_C01 Informals1 exp::control
1498349434785,s+v1(7N?u@,HJI Shared,exp::control,HJI_C01 Informals1,HJI_C01 Informals1 exp::control
1498349434786,qa9$A>ifBk,HJI Shared,exp::treatment,HJI_C01 Informals1,HJI_C01 Informals1 exp::treatment
1498349434787,y3c67NqU=w,HJI Shared,exp::control,HJI_C01 Informals1,HJI_C01 Informals1 exp::control
1498349434788,"Eg,kDV;VY/",HJI Shared,exp::treatment,HJI_C01 Informals1,HJI_C01 Informals1 exp::treatment
1498349434789,rDSO]^b}2/,HJI Shared,exp::control,HJI_C01 Informals1,HJI_C01 Informals1 exp::control
1498349434790,N}Qn~[1ae<,HJI Shared,exp::treatment,HJI_C01 Informals1,HJI_C01 Informals1 exp::treatment
1498349434791,mZDI<6O-zz,HJI Shared,exp::control,HJI_C01 Informals1,HJI_C01 Informals1 exp::control
1498349434792,pR>%1*s<AY,HJI Shared,exp::treatment,HJI_C01 Informals1,HJI_C01 Informals1 exp::treatment
1498349434793,s#ug9B(?YX,HJI Shared,exp::control,HJI_C01 Informals1,HJI_C01 Informals1 exp::control
1498349434794,g8j=UYWUz*,HJI Shared,exp::control,HJI_C01 Informals1,HJI_C01 Informals1 exp::control
1498349434795,cOuoWdmJR_,HJI Shared,exp::control,HJI_C01 Informals1,HJI_C01 Informals1 exp::control
1498349434796,"H,%W*[z*3b",HJI Shared,exp::control,HJI_C01 Informals1,HJI_C01 Informals1 exp::control
1498349434797,"PR(;5xx,9N",HJI Shared,exp::control,HJI_C01 Informals1,HJI_C01 Informals1 exp::control
1498349434798,LlC:2meAWC,HJI Shared,exp::control,HJI_C01 Informals1,HJI_C01 Informals1 exp::control
1498349434799,AIj4EDsOEH,HJI Shared,exp::treatment,HJI_C01 Informals1,HJI_C01 Informals1 exp::treatment
1498349434800,QprsK&~^<.,HJI Shared,exp::treatment,HJI_C01 Informals1,HJI_C01 Informals1 exp::treatment
1498349434801,dRS:|$eAQZ,HJI Shared,exp::treatment,HJI_C01 Informals1,HJI_C01 Informals1 exp::treatment
1498349434802,u<Xtnu>F$<,HJI Shared,exp::treatment,HJI_C01 Informals1,HJI_C01 Informals1 exp::treatment
1498349434803,iy4Z2-oYDE,HJI Shared,exp::treatment,HJI_C01 Informals1,HJI_C01 Informals1 exp::treatment
1498349434804,qkXm>H(xq/,HJI Shared,exp::treatment,HJI_C01 Informals1,HJI_C01 Informals1 exp::treatment
1498349434805,qy!bTqydKC,HJI Shared,exp::control,HJI_C01 Informals1,HJI_C01 Informals1 exp::control
1498349434806,zyT**)yKHk,HJI Shared,exp::treatment,HJI_C01 Informals1,HJI_C01 Informals1 exp::treatment
1498349434807,G.QEFwR_Cj,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434808,gJEmlCiKs*,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434809,q&&1~abIo1,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434810,on11PCNF%x,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434811,GO?C)>lyfc,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434812,f!9K^$#l<1,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434813,yTnK~Zww:t,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434814,zf4FJ]YQ#l,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434815,e(0@FetHIr,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434816,inK{T2fXK_,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434817,yJq5t`]Saw,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434818,o;E^T^(B/l,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434819,w;l/0AY%b#,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434820,n4aD7$OdP<,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434821,D%R%.$MsR~,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434822,b(ThD~4PqT,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434823,G;Q/b6CJ?d,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434824,JSsm?z&FB7,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434825,"z=X,0tR*fX",HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434826,pqA}4w:J??,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434827,"iVy<qc7,2m",HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434828,JpSMK8s4Wm,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434829,DV=L<ss(P<,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434830,ljfWOdqZUI,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434831,"D,76mS[9!]",HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434832,JUsPKNqpiy,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434833,NT?ao4!uWe,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434834,B[T8WcX]4_,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434835,quuC~-xU$-,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434836,nZ+Pse/a4>,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434837,yfkj})&^=+,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434838,EePB)dRFid,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434839,ge2?6{#8|%,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434840,nUgwERq|6(,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434841,AW%1HW-fnW,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434842,Q!Vv(}V8^*,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434843,lo!z6Jk_vK,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434844,cdq:[4#bHC,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434845,pA5Mdcnx$A,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434846,cjA<!LzB/Z,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434847,xmBP0w_hal,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434848,BhxYNlCtO4,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434849,LncN|q$y8F,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434850,"t9Y6^@,&gm",HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434851,i.[]G55w{$,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434852,gUr@}lN4HZ,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434853,A;B*k9BIfJ,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434854,sS$G=k[f/{,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434855,B0j!v(>LI<,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434856,lXuO2K8B^#,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434857,i9zW-0;!VF,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434858,kmFDE5Zetb,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434859,Pk>5pOK3t[,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434860,M}YXXyX4K4,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434861,e2!})9k)BF,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434862,Q[q-H$k/aL,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434863,eq}yV?mI(t,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434864,Cu-deH_COt,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434865,N;#pp=D.q-,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434866,o(wDT5|5S7,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434867,y<~maW3C#2,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434868,z<w*1Qi#Yi,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434869,"M^#qzV3g3,",HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434870,BI6/Uoezo{,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434871,r$_)%#mb[(,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434872,Pvu0wNlm%O,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434873,P9o$*3#IDG,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434874,uW>~sWOSrk,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434875,pjM}p<RJKx,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434876,c:m3SaL03/,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434877,"Lu,yG,~NG{",HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434878,n4#4I+L0{O,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434879,yw5L>LIv19,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434880,E4u2K5&F4l,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434881,rZOm+1!$.j,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434882,CNuj5N(x3},HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434883,n~FV9}5(Md,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434885,x=UmSGnlFt,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434886,vZI}M&{ZTj,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434887,"Do4k|,8NW8",HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434888,iR%7KG;0v|,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434889,d5myEJ!zqR,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434890,Kx$M5Fy+T+,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434891,jV-5=tJtj(,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434892,rApn^%p;zq,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434893,N<@.XQR6=F,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434894,MA$(QfOEX(,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434895,j?j6AYEL$g,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434896,xl#Kq8n5F5,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434897,IbsXjV`1+M,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434898,BRv/>1I$H>,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434899,J2iV*lU_%R,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434900,fG?L_j2y+@,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434901,BbMcqxgUxi,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434902,bhxI1T`n6a,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434903,Kh/amPKKI+,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434904,kF1/=P%K)I,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434905,NwvU#dw1b+,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434906,xNZDoF1+6Y,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434907,"jr;;yB|,xp",HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434908,L:C`jb+6&a,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434909,vh4Tu&{d!p,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434910,Q.m?>>t+:(,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434911,KO`pvi:(xd,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434912,zq0Ml*PX[#,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434913,l>3+0G_.r-,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434914,MD|fjFCD9u,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434915,Byj|%<7w)u,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434916,M`WgLLa>CA,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434917,v3]~I&<g?k,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434918,fAiS[j$[/d,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434919,Ir&zxPJQ9<,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434920,MVKK.hHI>8,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434921,bcI7Uflu=T,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434922,J_Ns/hwmK?,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434923,jJR?_K/t|;,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434924,"IMh{%,f/E2",HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434925,C+?L.$YJ[*,HJI Shared,exp::treatment,Arriving HJI_C02,Arriving HJI_C02 exp::treatment
1498349434926,m&&oREUq0P,HJI Shared,exp::control,Arriving HJI_C02,Arriving HJI_C02 exp::control
1498349434927,e5J{=@{XY?,HJI Shared,exp::treatment,HJI_C03 Kanji,HJI_C03 Kanji exp::treatment
1498349434928,up2U+fF@}*,HJI Shared,exp::treatment,HJI_C03 Kanji,HJI_C03 Kanji exp::treatment
1498349434929,vLl3<l%NEK,HJI Shared,exp::treatment,HJI_C03 Kanji,HJI_C03 Kanji exp::treatment
1498349434930,yMvuh}]lb|,HJI Shared,exp::treatment,HJI_C03 Kanji,HJI_C03 Kanji exp::treatment
1498349434931,e$e%DNnc_U,HJI Shared,exp::control,HJI_C03 Kanji,HJI_C03 Kanji exp::control
1498349434932,hP=:>K[5?u,HJI Shared,exp::treatment,HJI_C03 Kanji,HJI_C03 Kanji exp::treatment
1498349434933,KLzxWSD#vf,HJI Shared,exp::treatment,HJI_C03 Kanji,HJI_C03 Kanji exp::treatment
1498349434934,z41{m~_#xU,HJI Shared,exp::control,HJI_C03 Kanji,HJI_C03 Kanji exp::control
1498349434935,C8VM[6qNk%,HJI Shared,exp::control,HJI_C03 Kanji,HJI_C03 Kanji exp::control
1498349434936,uBVe6p*7i),HJI Shared,exp::control,HJI_C03 Kanji,HJI_C03 Kanji exp::control
1498349434937,H.~/hRM<*s,HJI Shared,exp::treatment,HJI_C03 Kanji,HJI_C03 Kanji exp::treatment
1498349434938,"bqw,3@a:?7",HJI Shared,exp::control,HJI_C04 Informals2,HJI_C04 Informals2 exp::control
1498349434939,pcP0My>Ppf,HJI Shared,exp::treatment,HJI_C04 Informals2,HJI_C04 Informals2 exp::treatment
1498349434940,b*0`xN}ItK,HJI Shared,exp::control,HJI_C04 Informals2,HJI_C04 Informals2 exp::control
1498349434941,d@.B(8q=<E,HJI Shared,exp::control,HJI_C04 Informals2,HJI_C04 Informals2 exp::control
1498349434942,"H,?4*TZXpc",HJI Shared,exp::control,HJI_C04 Informals2,HJI_C04 Informals2 exp::control
1498349434943,n3**<9X/<n,HJI Shared,exp::control,HJI_C04 Informals2,HJI_C04 Informals2 exp::control
1498349434944,Oow)t{R64s,HJI Shared,exp::treatment,HJI_C04 Informals2,HJI_C04 Informals2 exp::treatment
1498349434945,y!Npy8y4)v,HJI Shared,exp::control,HJI_C04 Informals2,HJI_C04 Informals2 exp::control
1498349434946,uvngyEBjl@,HJI Shared,exp::control,HJI_C04 Informals2,HJI_C04 Informals2 exp::control
1498349434947,LZNW!W!^j1,HJI Shared,exp::control,HJI_C04 Informals2,HJI_C04 Informals2 exp::control
1498349434948,FlOb1T53RQ,HJI Shared,exp::control,HJI_C04 Informals2,HJI_C04 Informals2 exp::control
1498349434949,qQ)#B=PJ%q,HJI Shared,exp::treatment,HJI_C04 Informals2,HJI_C04 Informals2 exp::treatment
1498349434950,o&k/!Lg9B*,HJI Shared,exp::treatment,HJI_C04 Informals2,HJI_C04 Informals2 exp::treatment
1498349434951,DgdVNwUY<A,HJI Shared,exp::control,HJI_C04 Informals2,HJI_C04 Informals2 exp::control
1498349434952,lBX;e3[4F(,HJI Shared,exp::control,HJI_C04 Informals2,HJI_C04 Informals2 exp::control
1498349434953,GU~i)Oo:1k,HJI Shared,exp::treatment,HJI_C04 Informals2,HJI_C04 Informals2 exp::treatment
1498349434954,M4STjM+._l,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434955,u+E*ar2g!J,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434956,iEn&Kh1Rcg,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434957,f9N}COSkF},HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434958,m=%an5Aax],HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434959,yAu6.a04gt,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434960,r=n4dW@]Oo,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434961,yb{;+^m&(l,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434962,EbBlkn0Qbu,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434963,c<xx#^B5z|,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434964,poHMj*:ef},HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434965,qa<;YAo!1`,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434966,K8=cd.n=H!,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434967,I28EcF5vlP,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434968,u.m08$aVaM,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434969,F3usmO;FFM,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434970,C!6coOqp%&,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434971,ec*FeVdtQS,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434972,ycTGcf8#B#,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434973,o%z:BJqg)O,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434974,"Qo4t_tB~,p",HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434975,M<O]KcPUGM,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434976,F?fw2c;mlu,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434977,h2cWfkXMng,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434978,"o,z(sOpJPB",HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434979,C`}FC!EDA3,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434980,"Nj!C&zN,~W",HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434981,n~3{AL[:K{,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434982,C9UswZGKRP,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434983,D[dG2LxWTi,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434984,w#[L76RM$C,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434985,iweD&33qZP,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434986,LI?6<$AyzM,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434987,MIG$piLHx/,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434988,rHb)5Yr(Bi,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434989,zY{$}4p<W_,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434990,D]efvV$)1B,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434991,kijC|*koG|,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434992,y}{2MwV^6v,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434993,nUM/Hp/_E_,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349434994,Im{q}4fNv+,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434995,bHA+Rtt{!b,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434996,zbrzb4m|uC,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434997,JH2DLL_Jj-,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434998,bb=q%_pwjC,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349434999,uAdmZ#$Yqf,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349435000,cX`c=I7n:/,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349435001,b+q!_g/G@),HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349435002,A{nT.z_tfR,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349435003,F0_~mnp@0?,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349435004,LM)dB^Ta(z,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349435005,H~WWfV0ih*,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349435006,oa=W>*-FyM,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349435007,L>(1^Pzd*),HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349435008,vX3Z;4P*k;,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349435009,jL`EKwSjwf,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349435010,n~I|{@tb9!,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349435011,k;_/F#l%gn,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349435012,Q+5v==9Hg5,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349435013,B4U}]LVn$d,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349435014,Ev31D//HGs,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349435015,ub5L!qm(M;,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
1498349435016,nXP%xvy$t8,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349435017,z`c-u@C]^S,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349435018,ievsUKhQwY,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349435019,pxy#u9PbO2,HJI Shared,exp::control,HJI_C05 Hotels,HJI_C05 Hotels exp::control
1498349435020,pm.Qz5`T`h,HJI Shared,exp::treatment,HJI_C05 Hotels,HJI_C05 Hotels exp::treatment
